INSTNM	ADDR	CITY	STABBR	ZIP	LONGITUD	LATITUDE										
Iowa School of Beauty-Sioux City	3320 Line Drive	Sioux City	IA	51106	-96.369994	42.443573										
Morningside College	1501 Morningside Ave	Sioux City	IA	51106	-96.360738	42.47324										
Western Iowa Tech Community College	4647 Stone Ave	Sioux City	IA	51102	-96.348874	42.482953										
Texas A & M University-College Station	805 Rudder Tower	College Station	TX	77843	-96.340322	30.613226										
Charles and Sues School of Hair Design	1711 Briarcrest Dr	Bryan	TX	77802	-96.340188	30.652585										
Texas A & M University-System Office	301 Tarrow	College Station	TX	77840	-96.327381	30.63701										
Nebraska Indian Community College	1111 Hwy 75	Macy	NE	68039	-96.317727	42.074812										
Southwestern Christian College	200 Bowser Circle	Terrell	TX	75160	-96.286747	32.735778										
Wes Watkins Technology Center	7892 Highway 9	Wetumka	OK	74883	-96.266262	35.233305										
Flint Hills Technical College	3301 W 18th St	Emporia	KS	66801	-96.223623	38.420955										
Emporia State University	1200 Commercial	Emporia	KS	66801	-96.179454	38.412583										
Dordt College	498 4th Ave NE	Sioux Center	IA	51250	-96.166319	43.08396										
Northland Community and Technical College	1101 Hwy One East	Thief River Falls	MN	56701	-96.162362	48.124955										
Kiamichi Technology Center-Atoka	1301 West Liberty Road	Atoka	OK	74525	-96.153029	34.395365										
Cosmetology Career Institute	5015a Wesley St.	Greenville	TX	75402	-96.107808	33.119311										
Standard Beauty College of Oklahoma	510 Plaza Court	Sand Springs	OK	74063	-96.102902	36.139392										
Vatterott College-Spring Valley	11818  I  Street	Omaha	NE	68137	-96.097884	41.217235										
Minnesota State Community and Technical College	1414 College Way	Fergus Falls	MN	56537	-96.096961	46.288102										
Tulsa Technology Center-Sand Springs Campus	924 E Charles Page Blvd	Sand Springs	OK	74063	-96.095601	36.1376										
Nebraska Christian College	12550 S. 114th St.	Papillion	NE	68046	-96.09437	41.12314										
Wharton County Junior College	911 Boling Hwy	Wharton	TX	77488	-96.085199	29.324294										
The Creative Center	10850 Emmet St	Omaha	NE	68164	-96.08433	41.209556										
Capitol School of Hairstyling and Esthetics	10803 John Galt Blvd.	Omaha	NE	68137	-96.082351	41.20965										
Kaplan University-Omaha Campus	5425 N. 103rd St.	Omaha	NE	68134	-96.072772	41.309515										
ITT Technical Institute-Omaha	9814 M St	Omaha	NE	68127	-96.0669	41.211491										
Omaha School of Massage and Healthcare of Herzing University	9748 Park Dr	Omaha	NE	68127	-96.06316	41.205893										
Northwestern College	101 Seventh St SW	Orange City	IA	51041	-96.058382	42.998955										
Nebraska Methodist College of Nursing & Allied Health	720 North 87th Street	Omaha	NE	68114	-96.048511	41.265973										
Xenon International Academy-Omaha	8516 Park Drive	Omaha	NE	68127	-96.044093	41.201259										
Alegent Creighton Health School of Radiologic Technology	7500 Mercy Road	Omaha	NE	68124	-96.019738	41.321951										
University of Nebraska at Omaha	6001 Dodge St	Omaha	NE	68182	-96.010797	41.257746										
Prairie View A & M University	FM 1098 Road & University Drive	Prairie View	TX	77446	-95.992066	30.094591										
Tulsa Technology Center-Riverside Campus	801 East 91st	Tulsa	OK	74132	-95.982632	36.033552										
Technical Institute of Cosmetology Arts and Sciences	822 E 6th Street	Tulsa	OK	74120	-95.981314	36.152552										
Tulsa Technology Center-Peoria Campus	3850 N Peoria	Tulsa	OK	74106	-95.977478	36.210577										
Clarkson College	101 S 42nd St	Omaha	NE	68131	-95.977188	41.259201										
University of Nebraska Medical Center	987815 Nebraska Medical Ctr	Omaha	NE	68198	-95.976346	41.255088										
Virginia College-Tulsa	5124 South Peoria Avenue	Tulsa	OK	74105	-95.975941	36.08861										
White Earth Tribal and Community College	202 -210 Main Street  South	Mahnomen	MN	56557	-95.968291	47.314039										
National American University-Bellevue	3604 Summit Plaza Drive	Bellevue	NE	68123	-95.967131	41.14157										
Universal College of Healing Arts	8702 North 30th Street	Omaha	NE	68112	-95.961539	41.339162										
College of the Muscogee Nation	2170 Raven Circle	Okmulgee	OK	74447	-95.959574	35.645749										
Metropolitan Community College Area	30 & Fort Street	Omaha	NE	68111	-95.958658	41.305504										
Oral Roberts University	7777 S Lewis Ave.	Tulsa	OK	74171	-95.954215	36.050705										
Tulsa Welding School-Tulsa	2545 E. 11th Street	Tulsa	OK	74104	-95.95421	36.147824										
Oklahoma Wesleyan University	2201 Silver Lake Rd	Bartlesville	OK	74006	-95.954124	36.717752										
Creighton University	2500 California Plaza	Omaha	NE	68178	-95.947029	41.265325										
University of Tulsa	800 South Tucker Drive	Tulsa	OK	74104	-95.945175	36.151887										
Oklahoma State University Institute of Technology	1801 E 4th St	Okmulgee	OK	74447	-95.940432	35.628588										
Green Country Technology Center	1100 North Loop 56	Okmulgee	OK	74447	-95.9365	35.63293										
American Institute of Medical Technology	4500 S. Garnett Rd. Suite 110	Tulsa	OK	74146	-95.923639	36.061988										
Bellevue University	1000 Galvin Rd S	Bellevue	NE	68005	-95.91764	41.150225										
Tri County Technology Center	6101 Nowata Rd	Bartlesville	OK	74006	-95.909347	36.72717										
Tulsa Community College	6111 E Skelly Dr	Tulsa	OK	74135	-95.90825	36.106788										
Platt College-Tulsa	3801 S Sheridan	Tulsa	OK	74145	-95.907011	36.107931										
Texas A & M University-Commerce	2600 South Neal	Commerce	TX	75429	-95.906913	33.243814										
Oklahoma Technical College	4444 South Sheridan	Tulsa	OK	74145	-95.906151	36.09865										
Community Care College	4242 South Sheridan	Tulsa	OK	74145	-95.905178	36.101615										
National American University-Tulsa	8040 South Sheridan Road	Tulsa	OK	74133	-95.905061	36.0469										
Clary Sage College	3131 South Sheridan	Tulsa	OK	74145	-95.903835	36.117058										
University of Minnesota-Morris	309 Behmler Hall	Morris	MN	56267	-95.901756	45.589829										
Tulsa Technology Center-Lemley Campus	3420 S Memorial Drive	Tulsa	OK	74145	-95.888105	36.112649										
CC's Cosmetology College	8138 E 21st Street	Tulsa	OK	74129	-95.884971	36.1329										
Spartan College of Aeronautics and Technology	8820 E Pine St	Tulsa	OK	74115	-95.879012	36.178011										
Northwest Iowa Community College	603 W Park St	Sheldon	IA	51201	-95.878781	43.184603										
Phillips Theological Seminary	901 N Mingo Rd	Tulsa	OK	74116	-95.868146	36.167983										
Trinity Valley Community College	100 Cardinal Drive	Athens	TX	75751	-95.858058	32.195686										
Brown Mackie College-Tulsa	4608 S Garnett Rd Ste 110	Tulsa	OK	74146	-95.853318	36.09694										
Career Point College	3138 S Garnett	Tulsa	OK	74146	-95.853268	36.117167										
Broken Arrow Beauty College-Tulsa	11122 E 71st St	Tulsa	OK	74133	-95.852824	36.060356										
E Q School of Hair Design	536 W Broadway	Council Bluffs	IA	51503	-95.851059	41.261088										
Tulsa Technology Center-Broken Arrow Campus	4000 W. Florence St.	Broken Arrow	OK	74012	-95.833117	36.002853										
Tulsa Technology Center-Owasso Campus	10800 N 140th E Ave	Owasso	OK	74055	-95.820398	36.310406										
Iowa Western Community College	2700 College Rd	Council Bluffs	IA	51503	-95.801053	41.274137										
Broken Arrow Beauty College-Broken Arrow	400 S Elm Pl Ste C	Broken Arrow	OK	74012	-95.797476	36.049319										
American Beauty Institute	2009 North Main Street	McAlester	OK	74501	-95.764739	34.947809										
Southwest Minnesota State University	1501 State St	Marshall	MN	56258	-95.75983	44.455023										
Rasmussen College-Kansas	620 SW Governor View	Topeka	KS	66606	-95.750396	39.058244										
Washburn Institute of Technology	5724 SW Huntoon	Topeka	KS	66604	-95.749789	39.046113										
Kiamichi Technology Center-McAlester	301 Kiamichi Dr	McAlester	OK	74501	-95.745999	34.924173										
Bryan University	1527 SW Fairlawn Rd	Topeka	KS	66604	-95.74372	39.038738										
Peru State College	600 Hoyt Street	Peru	NE	68421	-95.732731	40.474689										
Independence Community College	1057 West College Avenue	Independence	KS	67301	-95.720518	37.195614										
Washburn University	1700 SW College Avenue	Topeka	KS	66621	-95.702325	39.034977										
Old Town Barber College-Topeka	901 SouthWest 37th Street	Topeka	KS	66601	-95.689101	39.00027										
Marinello Schools of Beauty-Topeka	3602 SW Topeka Blvd	Topeka	KS	66611	-95.68523	39.003032										
Sebring Career Schools-Houston	6672 Hwy 06 S	Houston	TX	77083	-95.645773	29.704744										
Regency Beauty Institute-Copperwood	6521 Highway 6 North	Houston	TX	77084	-95.645317	29.872322										
Rogers State University	1701 W Will Rogers Blvd	Claremore	OK	74017	-95.635739	36.319609										
Northeast Technology Center-Claremore	1901 N Hwy 88	Claremore	OK	74017	-95.634154	36.327191										
Coffeyville Community College	400 W 11th St	Coffeyville	KS	67337	-95.621374	37.033814										
Claremore Beauty College	200 N Cherokee	Claremore	OK	74017	-95.612864	36.312618										
Avalon School of Cosmetology	1428 N McMillan St	Worthington	MN	56187	-95.602411	43.63189										
Cardiotech Ultrasound School	12135 Bissonnet Ste E	Houston	TX	77099	-95.592801	29.67527										
Texas Health School	11211 Katy Fwy Ste 170	Houston	TX	77079	-95.57971	29.78349										
Remington College-Houston Campus	3110 Hayes Road Suite 380	Houston	TX	77082	-95.57818	29.729924										
Ocean Corporation	10840 Rockley Rd	Houston	TX	77099	-95.570272	29.665485										
MediaTech Institute-Houston	3324 Walnut Bend Ln	Houston	TX	77042	-95.568341	29.724809										
Chamberlain College of Nursing-Texas	11025 Equity Drive	Houston	TX	77041	-95.562002	29.839013										
Minnesota West Community and Technical College	1593 11th Ave	Granite Falls	MN	56241	-95.561709	44.80755										
Sam Houston State University	1806 Ave J	Huntsville	TX	77340	-95.5519	30.7247										
Pima Medical Institute-Houston	10201 Katy Freeway	Houston	TX	77024	-95.548461	29.78295										
American InterContinental University-Houston	9999 Richmond Avenue	Houston	TX	77042	-95.548309	29.728221										
Sanford-Brown College-Houston	9999 Richmond Ave.	Houston	TX	77042	-95.548141	29.72763										
Everest Institute-Bissonnet	9700 Bissonnet St-Ste 1400	Houston	TX	77036	-95.545008	29.677344										
ITT Technical Institute-Houston West	2950 S Gessner	Houston	TX	77063	-95.539917	29.734106										
Texas Barber Colleges and Hairstyling Schools	9275 Richmond Ave #180	Houston	TX	77063	-95.527848	29.727855										
The College of Health Care Professions-Southwest Houston	8313 Southwest Freeway-Ste 300	Houston	TX	77074	-95.527638	29.688071										
Jay's Technical Institute	11910 Fondren Meadow	Houston	TX	77071	-95.525281	29.64877										
American College of Acupuncture and Oriental Med	9100 Park  West Drive	Houston	TX	77063	-95.524522	29.735747										
Trend Barber College	8250 W Bellfort	Houston	TX	77071	-95.522162	29.656104										
Westwood College-Houston South	7322 Southwest Fwy Suite 110	Houston	TX	77074	-95.516925	29.702418										
Houston Training Schools-Southwest	7045 Southwest Freeway	Houston	TX	77074	-95.507201	29.70789										
College of Biblical Studies-Houston	7000 Regency Square Blvd.	Houston	TX	77036	-95.506566	29.716681										
Amerian National College	5020 Fm 1960 W A-12	Houston	TX	77069	-95.506291	29.984721										
Mai-trix Beauty College	13159-B Northwest Freeway	Houston	TX	77040	-95.5035	29.847357										
Utah College of Massage Therapy-Houston	13163 Northwest Freeway   Ste. A	Houston	TX	77040	-95.503271	29.847182										
Interactive Learning Systems-Houston	6200 Hillcroft Ave Ste 200	Houston	TX	77081	-95.500467	29.719295										
Texas School of Business-Southwest	6363 Richmond Ste 300	Houston	TX	77057	-95.495766	29.731248										
Kiamichi Technology Center-Hugo	107 S 15th	Hugo	OK	74743	-95.494474	34.00832										
Lone Star College System	5000 Research Forest Drive	The Woodlands	TX	77381	-95.490077	30.188408										
Champion Beauty College	3920 FM 1960 West #210	Houston	TX	77068	-95.489211	29.99352										
Professional Careers Institute	6666 Harwin Ste 160	Houston	TX	77036	-95.487318	29.732257										
School of Automotive Machinists	1911 Antoine	Houston	TX	77055	-95.475875	29.804446										
Northwest Educational Center	2910 Antoine B-100	Houston	TX	77092	-95.473166	29.814255										
North West Beauty School	6770 Antoine Drive	Houston	TX	77091	-95.472972	29.861205										
Grace School of Theology	3705 College Park Dr Ste 140	Conroe	TX	77384	-95.472361	30.20578										
North American University	3203 North Sam Houston Parkway West	Houston	TX	77038	-95.471995	29.93698										
Neosho County Community College	800 W 14th St	Chanute	KS	66720	-95.464707	37.670021										
Vet Tech Institute of Houston	4669 Southwest Fwy Ste 100	Houston	TX	77027	-95.454505	29.728667										
College of Health Care Professions-Northwest	240 Northwest Mall	Houston	TX	77092	-95.451644	29.797408										
Houston Graduate School of Theology	4300C West Bellfort	Houston	TX	77035	-95.446838	29.673347										
Regency Beauty Institute-Cypresswood	19770 North Freeway	Spring	TX	77373	-95.43141	30.053717										
Commonwealth Institute of Funeral Service	415 Barren Springs Dr	Houston	TX	77090	-95.43016	29.98955										
Professional Career Training Institute	227 W Airtex Blvd	Houston	TX	77090	-95.427231	29.981419										
ITT Technical Institute-Houston North	15651 North Freeway	Houston	TX	77090	-95.426431	29.994458										
Northeast Technology Center-Pryor	6195 W Hwy 20	Pryor	OK	74361	-95.425056	36.309116										
Astrodome Career Centers	2656 S Loop W Ste 380	Houston	TX	77054	-95.420772	29.679443										
Center for Advanced Legal Studies	3910 Kirby Ste 200	Houston	TX	77098	-95.41912	29.732118										
Texas School of Business-North Campus	711 East Airtex Dr	Houston	TX	77073	-95.4125	29.98361										
Universal Technical Institute of Texas Inc.	721 Lock Haven Dr.	Houston	TX	77073	-95.41212	29.990492										
Brazosport College	500 College Dr	Lake Jackson	TX	77566	-95.409004	29.04836										
Everest Institute-Greenspoint	255 Northpoint Ste 100	Houston	TX	77060	-95.40382	29.938574										
Rice University	6100 S Main	Houston	TX	77005	-95.403625	29.716485										
Allen County Community College	1801 N Cottonwood	Iola	KS	66749	-95.39681	37.937698										
Fortis Institute-Houston	450 N Sam Houston Pkwy E Ste 200	Houston	TX	77060	-95.395411	29.93722										
University of St Thomas	3800 Montrose Blvd	Houston	TX	77006	-95.394178	29.738113										
Interactive Learning Systems-North Houston	4473 North Freeway	Houston	TX	77022	-95.383481	29.83137										
Virgil's Beauty College	111 S Ninth St	Muskogee	OK	74401	-95.380236	35.751959										
Culinary Institute Inc	7070 Allensby	Houston	TX	77022	-95.378633	29.823623										
ICC Technical Institute	3333 Fannin Ste #203	Houston	TX	77004	-95.376583	29.739898										
Houston Community College	3100 Main Street	Houston	TX	77002	-95.376524	29.737303										
Alexandria Technical & Community College	1601 Jefferson Streeet	Alexandria	MN	56308	-95.371579	45.868592										
South Texas College of Law	1303 San Jacinto Street	Houston	TX	77002	-95.364882	29.753391										
University of Houston-Downtown	1 Main Street	Houston	TX	77002	-95.35953	29.763831										
University of Houston-System Administration	212 Ezekiel Cullen Building	Houston	TX	77204	-95.345247	29.720086										
University of Houston	212 E. Cullen Building	Houston	TX	77204	-95.344851	29.719988										
